taxon_name,level_1,level_3_phylo_div,ecological_group,gymnosperm
thymus_type,Lamiaceae,Lamiaceae,UPHE,FALSE
tilia,Tilia,Malvaceae,TRSH,FALSE
tilia_cordata,Tilia,Malvaceae,TRSH,FALSE
tilletia_sphagni,delete,delete,FUNG,delete
tofieldia,Liliaceae,Tofieldiaceae,UPHE,FALSE
trapa_natans,delete,delete,AQVP,delete
trientalis_europaea,Primulaceae,Primulaceae,UPHE,FALSE
trifolium_type,"Fabaceae, herb",Fabaceae,UPHE,FALSE
triticum_type,Cerealia,Poaceae,UPHE,FALSE
trollius,Trollius,Ranunculaceae,UPHE,FALSE
tsuga,Tsuga,Pinaceae,TRSH,TRUE
typha,delete,delete,AQVP,delete
typha_latifolia,delete,delete,AQVP,delete
typha_latifolia_type,delete,delete,AQVP,delete
typha_sparganium_undiff,delete,delete,AQVP,delete
ulmus,Ulmus,Ulmaceae,TRSH,FALSE
umbelliferae,Apiaceae,Apiaceae,UPHE,FALSE
unknown,delete,delete,UNID,delete
urtica,Urticaceae,Urticaceae,UPHE,FALSE
urticaceae,Urticaceae,Urticaceae,UPHE,FALSE
utricularia,delete,delete,AQVP,delete
vaccinium,Ericaceae,Ericaceae,TRSH,FALSE
vaccinium_type,Ericaceae,Ericaceae,TRSH,FALSE
valeriana,Valerianaceae,Caprifoliaceae,UPHE,FALSE
valerianaceae,Valerianaceae,Caprifoliaceae,UPHE,FALSE
valerianoideae,Valerianaceae,Caprifoliaceae,UPHE,FALSE
varia,delete,delete,UNID,delete
veronica,Veronica-type,Plantaginaceae,UPHE,FALSE
veronica_type,Veronica-type,Plantaginaceae,UPHE,FALSE
viburnum,Caprifoliaceae,Adoxaceae,TRSH,FALSE
viburnum_opulus,Caprifoliaceae,Adoxaceae,TRSH,FALSE
violaceae,Violaceae,Violaceae,UPHE,FALSE
viscum_album,Viscum album,Santalaceae,TRSH,FALSE
xanthium_type,Ambrosia/Xanthium,Asteraceae,UPHE,FALSE
