taxon_name,level_1,level_3_phylo_div,ecological_group,gymnosperm
ranunculaceae_undiff,Ranunculaceae,Ranunculaceae,UPHE,FALSE
ranunculaceae_undifferentiated,Ranunculaceae,Ranunculaceae,UPHE,FALSE
ranunculus,Ranunculus-type,Ranunculaceae,UPHE,FALSE
ranunculus_acris,Ranunculus-type,Ranunculaceae,UPHE,FALSE
ranunculus_acris_type,Ranunculus-type,Ranunculaceae,UPHE,FALSE
ranunculus_subgen_batrachium_type,delete,delete,AQVP,delete
ranunculus_type,Ranunculus-type,Ranunculaceae,UPHE,FALSE
rapanea,Myrsinaceae,Primulaceae,TRSH,FALSE
ratio_a_c_ratio_where_a_artemisi,delete,delete,LABO,delete
ratio_ap_nap_ratio_where_ap_arbo,delete,delete,LABO,delete
reaumuria,Tamaricaceae,Tamaricaceae,TRSH,FALSE
reevesia,Reevesia,Malvaceae,TRSH,FALSE
reinwardtiodendron,Meliaceae,Meliaceae,TRSH,FALSE
resting_eggs_indeterminata,delete,delete,delete,delete
reynoutria,Polygonum-type,Polygonaceae,UPHE,FALSE
rhamnaceae,Rhamnaceae,Rhamnaceae,TRSH,FALSE
rhamnus,Rhamnus,Rhamnaceae,TRSH,FALSE
rhamnus_cathartica,Rhamnus,Rhamnaceae,TRSH,FALSE
rhamnus_type,Rhamnus,Rhamnaceae,TRSH,FALSE
rheum,Rheum,Polygonaceae,UPHE,FALSE
rheum_officinale,Rheum,Polygonaceae,UPHE,FALSE
rhinanthus_type,Scrophulariaceae s. l.,Orobanchaceae,UPHE,FALSE
rhizophoraceae,Rhizophoraceae,Rhizophoraceae,MANG,FALSE
rhodiola,Crassulaceae,Crassulaceae,UPHE,FALSE
rhododendron,Rhododendron,Ericaceae,TRSH,FALSE
rhododendron_nilagiricum,Rhododendron,Ericaceae,TRSH,FALSE
rhopalodia_gibba,delete,delete,DIAT,delete
rhus,Rhus,Anacardiaceae,TRSH,FALSE
rhynchospora_alba_type,delete,delete,AQVP,delete
rhynchotechum,Gesneriaceae,Gesneriaceae,UPHE,FALSE
ribes,Ribes,Grossulariaceae,TRSH,FALSE
ribes_alpinum_type,Ribes,Grossulariaceae,TRSH,FALSE
ribes_cf,Ribes,Grossulariaceae,TRSH,FALSE
ribes_type,Ribes,Grossulariaceae,TRSH,FALSE
riccia,delete,delete,AQBR,delete
riella,delete,delete,UPBR,delete
rosa,Rosa,Rosaceae,TRSH,FALSE
rosa_type,Rosa,Rosaceae,UPHE,FALSE
rosacea,Rosaceae undifferentiated,Rosaceae,UPHE,FALSE
rosaceae,Rosaceae undifferentiated,Rosaceae,UPHE,FALSE
rosaceae_arboreal_undifferentiated,Rosaceae undifferentiated,Rosaceae,TRSH,FALSE
rosaceae_non_arboreal_undifferentiated,Rosaceae undifferentiated,Rosaceae,UPHE,FALSE
rosaceae_non_minus_opercul,Rosaceae undifferentiated,Rosaceae,UPHE,FALSE
rosaceae_opercul,Rosaceae undifferentiated,Rosaceae,UPHE,FALSE
rosaceae_subf_amygdaloideae,Prunus-type,Rosaceae,TRSH,FALSE
rosaceae_undiff,Rosaceae undifferentiated,Rosaceae,UPHE,FALSE
rosaceae_undifferentiated,Rosaceae undifferentiated,Rosaceae,UPHE,FALSE
rotala,Lythraceae,Lythraceae,UPHE,FALSE
rotatoria_resting_eggs,delete,delete,delete,delete
rubia,Rubiaceae,Rubiaceae,UPHE,FALSE
rubiaceae,Rubiaceae,Rubiaceae,TRSH,FALSE
rubiaceae_undiff,Rubiaceae,Rubiaceae,UPHE,FALSE
rubus,Rubus,Rosaceae,TRSH,FALSE
rubus_type,Rubus,Rosaceae,TRSH,FALSE
rumex,Rumex undiffrentiated,Polygonaceae,UPHE,FALSE
rumex_acetosa,Rumex acetosa-type,Polygonaceae,UPHE,FALSE
rumex_acetosa_group,Rumex acetosa-type,Polygonaceae,UPHE,FALSE
rumex_acetosa_type,Rumex acetosa-type,Polygonaceae,UPHE,FALSE
rumex_acetosella,Rumex acetosa-type,Polygonaceae,UPHE,FALSE
rumex_aquaticus_group,Rumex napalensis-type,Polygonaceae,UPHE,FALSE
rumex_obtusifolius_type,Rumex napalensis-type,Polygonaceae,UPHE,FALSE
rumex_oxyria,Rumex acetosa-type,Polygonaceae,UPHE,FALSE
rumex_rheum,Rumex undiffrentiated,Polygonaceae,UPHE,FALSE
rutaceae,Rutaceae,Rutaceae,TRSH,FALSE
rutaceae_undiff,Rutaceae,Rutaceae,TRSH,FALSE
rutaceae_undifferentiated,Rutaceae,Rutaceae,TRSH,FALSE
s_shrubs_herbs_gram,delete,delete,UPHE,delete
s_trees_shrubs,delete,delete,TRSH,delete
sabina,Juniperus-type,Cupressaceae,TRSH,TRUE
sagina,Caryophyllaceae,Caryophyllaceae,UPHE,FALSE
sagittaria,delete,delete,AQVP,delete
salicaceae_undiff,Salix,Salicaceae,TRSH,FALSE
salix,Salix,Salicaceae,TRSH,FALSE
salix_o,Salix,Salicaceae,TRSH,FALSE
salix_oren,Salix,Salicaceae,TRSH,FALSE
salvia,Lamiaceae,Lamiaceae,UPHE,FALSE
sambucus,Sambucus,Adoxaceae,TRSH,FALSE
sambucus_ebulus,Sambucus,Adoxaceae,TRSH,FALSE
sambucus_nigra_type,Sambucus,Adoxaceae,TRSH,FALSE
sambucus_type,Sambucus,Adoxaceae,TRSH,FALSE
samp_thick,delete,delete,LABO,delete
samp_vol,delete,delete,LABO,delete
samp_vol_cm,delete,delete,LABO,delete
sample_id,sample_id,sample_id,LABO,FALSE
sanguisorba,Sanguisorba,Rosaceae,UPHE,FALSE
sanguisorba_minor,Sanguisorba,Rosaceae,UPHE,FALSE
sanguisorba_minor_type,Sanguisorba,Rosaceae,UPHE,FALSE
sanguisorba_officinalis,Sanguisorba,Rosaceae,UPHE,FALSE
sanguisorba_officinalis_type,Sanguisorba,Rosaceae,UPHE,FALSE
sangunisoba,Sanguisorba,Rosaceae,UPHE,FALSE
sapindaceae,Sapindaceae,Sapindaceae,TRSH,FALSE
sapindaceae_subf_hippocastanoideae_undiff,Sapindaceae,Sapindaceae,TRSH,FALSE
sapindaceae_undiff,Sapindaceae,Sapindaceae,TRSH,FALSE
sapindus,Sapindaceae,Sapindaceae,TRSH,FALSE
sapium,Euphorbiaceae (tropical),Euphorbiaceae,TRSH,FALSE
saponaria,Caryophyllaceae,Caryophyllaceae,UPHE,FALSE
sapotaceae_meliaceae,Sapotaceae/Meliaceae,Sapotaceae,TRSH,FALSE
sapotaceae_undiff,Sapotaceae,Sapotaceae,TRSH,FALSE
saussurea,Asteraceae Carduoideae,Asteraceae,UPHE,FALSE
saussurea_type,Asteraceae Carduoideae,Asteraceae,UPHE,FALSE
saxae_herb,Saxifragaceae,Saxifragaceae,UPHE,FALSE
saxifraga,Saxifragaceae,Saxifragaceae,UPHE,FALSE
saxifraga_aizoides_gr,Saxifraga aizoides-type,Saxifragaceae,UPHE,FALSE
saxifraga_aizoides_type,Saxifraga aizoides-type,Saxifragaceae,UPHE,FALSE
saxifraga_caesia_typ,Saxifraga stellaris-type,Saxifragaceae,UPHE,FALSE
saxifraga_cernua_type,Saxifraga granulata-type,Saxifragaceae,UPHE,FALSE
saxifraga_cuneifolia_type,Saxifraga granulata-type,Saxifragaceae,UPHE,FALSE
saxifraga_granulata_hirculus_type,Saxifraga granulata-type,Saxifragaceae,UPHE,FALSE
saxifraga_granulata_type,Saxifraga granulata-type,Saxifragaceae,UPHE,FALSE
saxifraga_hirculus_type,Saxifraga granulata-type,Saxifragaceae,UPHE,FALSE
saxifraga_hirsuta_cuneifolia_type,Saxifraga granulata-type,Saxifragaceae,UPHE,FALSE
saxifraga_oppositifolia,Saxifraga aizoides-type,Saxifragaceae,UPHE,FALSE
saxifraga_oppositifolia_type,Saxifraga aizoides-type,Saxifragaceae,UPHE,FALSE
saxifraga_stellaris_type,Saxifraga stellaris-type,Saxifragaceae,UPHE,FALSE
saxifraga_striat,Saxifragaceae,Saxifragaceae,UPHE,FALSE
saxifragaceae,Saxifragaceae,Saxifragaceae,UPHE,FALSE
saxifragaceae_undifferentiated,Saxifragaceae,Saxifragaceae,UPHE,FALSE
scabiosa,Caprifoliaceae subf. Dipsacoideae,Caprifoliaceae,UPHE,FALSE
scabiosa_columbaria_type,Caprifoliaceae subf. Dipsacoideae,Caprifoliaceae,UPHE,FALSE
schefflera,Araliaceae,Araliaceae,TRSH,FALSE
scheuzeria,delete,delete,AQVP,delete
schima,Theaceae,Theaceae,TRSH,FALSE
schima_type,Theaceae,Theaceae,TRSH,FALSE
schisandra,Schisandra,Schisandraceae,TRSH,FALSE
schleichera_oleasa,Schisandra,Schisandraceae,TRSH,FALSE
schoenoplectus_type,delete,delete,AQVP,delete
schoenus_type,delete,delete,AQVP,delete
sciadopitys,Sciadopitys,Sciadopityaceae,TRSH,TRUE
scilla_type,Liliaceae s. l.,Asparagaceae,UPHE,FALSE
scirpus_type,delete,delete,AQVP,delete
scolopia,Salix,Salicaceae,TRSH,FALSE
scorphulariaceae,Scrophulariaceae s. l.,Scrophulariaceae,UPHE,FALSE
scorzonera,Asteraceae Cichorioideae,Asteraceae,UPHE,FALSE
scorzonera_hispanica_type,Asteraceae Cichorioideae,Asteraceae,UPHE,FALSE
scorzonera_humilis_type,Asteraceae Cichorioideae,Asteraceae,UPHE,FALSE
scrophularia,Scrophulariaceae s. l.,Scrophulariaceae,UPHE,FALSE
scrophularia_type,Scrophulariaceae s. l.,Scrophulariaceae,UPHE,FALSE
scrophulariaceae,Scrophulariaceae s. l.,Scrophulariaceae,UPHE,FALSE
scrophulariaceae_undifferentiated,Scrophulariaceae s. l.,Scrophulariaceae,UPHE,FALSE
scutellaria,Lamiaceae,Lamiaceae,UPHE,FALSE
scutellaria_type,Lamiaceae,Lamiaceae,UPHE,FALSE
secale,Secale cereale,Poaceae,UPHE,FALSE
secale_cereale,Secale cereale,Poaceae,UPHE,FALSE
sedum,Crassulaceae,Crassulaceae,UPHE,FALSE
sedum_type,Crassulaceae,Crassulaceae,UPHE,FALSE
selaginella,delete,delete,VACR,delete
selaginella_helvetica_type,delete,delete,VACR,delete
selaginella_sinensis,delete,delete,VACR,delete
semecarpus,Anacardiaceae,Anacardiaceae,TRSH,FALSE
senecio,Asteraceae Asteroideae,Asteraceae,UPHE,FALSE
senecio_type,Asteraceae Asteroideae,Asteraceae,UPHE,FALSE
seseli_type,Seseli-type,Apiaceae,UPHE,FALSE
shorea,Dipterocarpaceae,Dipterocarpaceae,TRSH,FALSE
shrubs,delete,delete,TRSH,delete
sibbaldia,Potentilla-type,Rosaceae,UPHE,FALSE
sibbaldia_type,Potentilla-type,Rosaceae,UPHE,FALSE
silaum_silaus_type,Apiaceae undifferentiated,Apiaceae,UPHE,FALSE
silene_dioica_type,Caryophyllaceae,Caryophyllaceae,UPHE,FALSE
silene_type,Caryophyllaceae,Caryophyllaceae,UPHE,FALSE
silene_vulgaris_type,Caryophyllaceae,Caryophyllaceae,UPHE,FALSE
sinapis_type,Brassicaceae,Brassicaceae,UPHE,FALSE
sinopteris,delete,delete,VACR,delete
sison_amomum_type,Apiaceae undifferentiated,Apiaceae,UPHE,FALSE
skimmia,Skimmia,Rutaceae,TRSH,FALSE
solanaceae,Solanaceae,Solanaceae,UPHE,FALSE
solanaceae_undiff,Solanaceae,Solanaceae,UPHE,FALSE
solanum,Solanaceae,Solanaceae,UPHE,FALSE
solanum_dulcamara,Solanaceae,Solanaceae,UPHE,FALSE
solanum_dulcamara_type,Solanaceae,Solanaceae,UPHE,FALSE
solanum_nigrum_type,Solanaceae,Solanaceae,UPHE,FALSE
solanum_solanacenae,Solanaceae,Solanaceae,UPHE,FALSE
solanum_type,Solanaceae,Solanaceae,UPHE,FALSE
sorbus,Sorbus-type,Rosaceae,TRSH,FALSE
sorbus_cotoneaster_type,Sorbus-type,Rosaceae,TRSH,FALSE
sorbus_minus_group,Sorbus-type,Rosaceae,TRSH,FALSE
sorbus_type,Sorbus-type,Rosaceae,TRSH,FALSE
spargamium,delete,delete,AQVP,delete
sparganiaceae,delete,delete,AQVP,delete
sparganium,delete,delete,AQVP,delete
sparganium_emersum_type,delete,delete,AQVP,delete
sparganium_erectum_type,delete,delete,AQVP,delete
sparganium_type,delete,delete,AQVP,delete
spergula_spergularia,Spergularia-type,Caryophyllaceae,UPHE,FALSE
spergula_type,Spergularia-type,Caryophyllaceae,UPHE,FALSE
spergularia_type,Spergularia-type,Caryophyllaceae,UPHE,FALSE
sphagnum,delete,delete,AQBR,delete
spike,delete,delete,LABO,delete
spiraea,Spiraea-type,Rosaceae,TRSH,FALSE
spiraea_type,Spiraea-type,Rosaceae,TRSH,FALSE
spirea,Spiraea-type,Rosaceae,TRSH,FALSE
spirea_aruncus_minus_typ,Spiraea-type,Rosaceae,TRSH,FALSE
spirogyra,delete,delete,ALGA,delete
spirogyra_type,delete,delete,ALGA,delete
spores,delete,delete,UNID,delete
spores_indeterminata,delete,delete,UNID,delete
spores_mono,delete,delete,UNID,delete
spores_monolete,delete,delete,UNID,delete
spores_tri,delete,delete,UNID,delete
spores_trilete,delete,delete,UNID,delete
spores_triporate,delete,delete,UNID,delete
sporormiella,delete,delete,FUNG,delete
stachys,Lamiaceae,Lamiaceae,UPHE,FALSE
stachys_sylvatica_type,Lamiaceae,Lamiaceae,UPHE,FALSE
stachys_type,Lamiaceae,Lamiaceae,UPHE,FALSE
staphyleaceae,Staphyleaceae,Staphyleaceae,TRSH,FALSE
stauroneis_anceps,delete,delete,DIAT,delete
stauroneis_kriegeri,delete,delete,DIAT,delete
stellaria,Caryophyllaceae,Caryophyllaceae,UPHE,FALSE
stellera,Stellera,Thymelaeaceae,TRSH,FALSE
sterculia,Sterculiaceae,Malvaceae,TRSH,FALSE
stomata,delete,delete,UNID,delete
strobilanthes,Acanthaceae,Acanthaceae,UPHE,FALSE
strobilanthus,Acanthaceae,Acanthaceae,UPHE,FALSE
strombosia,Oleaceae,Oleaceae,TRSH,FALSE
styracaceae,Styracaceae,Styracaceae,TRSH,FALSE
styrax,Styracaceae,Styracaceae,TRSH,FALSE
succisa,Caprifoliaceae subf. Dipsacoideae,Caprifoliaceae,UPHE,FALSE
sum_algae,delete,delete,LABO,delete
sum_aquatics,delete,delete,LABO,delete
sum_basic_pollen,delete,delete,LABO,delete
sum_broadleaved_shrubs,delete,delete,LABO,delete
sum_broadleaved_trees,delete,delete,LABO,delete
sum_bryophyta,delete,delete,LABO,delete
sum_evergreen_forest_group_b,delete,delete,TRSH,delete
sum_exotic_trees,delete,delete,LABO,delete
sum_fern,delete,delete,LABO,delete
sum_hepatics_group_h,delete,delete,UPBR,delete
sum_hepatics_group_l,delete,delete,UPBR,delete
sum_herbs_and_grasses_group_d,delete,delete,UPHE,delete
sum_indetermined_pollen,delete,delete,LABO,delete
sum_non_minus_pollen_palynomorphs,delete,delete,LABO,delete
sum_of_total_pollen_grain,delete,delete,UNID,delete
sum_pteridophyta,delete,delete,LABO,delete
sum_sub_tropical_taxa_group_c,delete,delete,TRSH,delete
sum_temperate_trees_group_a,delete,delete,TRSH,delete
surirella_delicatissima,delete,delete,DIAT,delete
swertia,Gentianaceae,Gentianaceae,UPHE,FALSE
swertia_type,Gentianaceae,Gentianaceae,UPHE,FALSE
symphytum,Boraginaceae,Boraginaceae,UPHE,FALSE
symplocos,Symplocos,Symplocaceae,TRSH,FALSE
symplocos_t,Symplocos,Symplocaceae,TRSH,FALSE
syncolpate_microechinate,delete,delete,DIAT,delete
syringa,Oleaceae,Oleaceae,TRSH,FALSE
syzygium,Myrtaceae,Myrtaceae,TRSH,FALSE
tamaricaceae,Tamaricaceae,Tamaricaceae,TRSH,FALSE
tamarindus,Fabaceae (tree),Fabaceae,TRSH,FALSE
tamarix,Tamaricaceae,Tamaricaceae,TRSH,FALSE
taraxacum,Asteraceae Cichorioideae,Asteraceae,UPHE,FALSE
taraxacum_type,Asteraceae Cichorioideae,Asteraceae,UPHE,FALSE
taxodiaceae,Taxodiaceae,Cupressaceae,TRSH,TRUE
taxodium,Juniperus-type,Cupressaceae,TRSH,TRUE
taxus,Taxaceae,Taxaceae,TRSH,TRUE
taxus_baccata,Taxaceae,Taxaceae,TRSH,TRUE
terminalia_type,Combretaceae,Combretaceae,TRSH,FALSE
tetracentron,Tetracentron,Trochodendraceae,TRSH,FALSE
tetraedron,delete,delete,ALGA,delete
teucrium,Lamiaceae,Lamiaceae,UPHE,FALSE
thalictrum,Thalictrum,Ranunculaceae,UPHE,FALSE
thalictrum_flavum_type,Thalictrum,Ranunculaceae,UPHE,FALSE
theaceae,Theaceae,Theaceae,TRSH,FALSE
thecamoeba,delete,delete,TEAM,delete
thelypteridaceae,delete,delete,VACR,delete
thelypteris_palustris,delete,delete,VACR,delete
thesium,Thesium,Santalaceae,UPHE,FALSE
thraulococcus,Sapindaceae,Sapindaceae,TRSH,FALSE
thymelaea_type,Thymelaea-type,Thymelaeaceae,TRSH,FALSE
thymelaeaceae,Thymelaeaceae,Thymelaeaceae,TRSH,FALSE
thysanospermum,Rubiaceae,Rubiaceae,TRSH,FALSE
tilia,Tilia,Malvaceae,TRSH,FALSE
tilia_cordata_type,Tilia,Malvaceae,TRSH,FALSE
tilia_korrodiert_ab_235_gezahlt,Tilia,Malvaceae,TRSH,FALSE
tilletia_sphagni,delete,delete,FUNG,delete
tinospora,Menispermaceae,Menispermaceae,UPHE,FALSE
toddalia_undiff,Toddalia.spp,Rutaceae,TRSH,FALSE
tofieldia,Tofieldia,Tofieldiaceae,UPHE,FALSE
toona,Meliaceae,Meliaceae,TRSH,FALSE
total,delete,delete,LABO,delete
total_counts,delete,delete,LABO,delete
tournefortia,Boraginaceae,Boraginaceae,TRSH,FALSE
trapa,delete,delete,AQVP,delete
tree,delete,delete,TRSH,delete
trees,delete,delete,TRSH,delete
trema,Trema,Cannabaceae,TRSH,FALSE
tribulus,Tribulus terrestris,Zygophyllaceae,UPHE,FALSE
tricalysia,Tricalysia,Rubiaceae,TRSH,FALSE
trichilia,Meliaceae,Meliaceae,TRSH,FALSE
tricolporate_microreticulate,delete,delete,UNID,delete
trifolium,Fabaceae,Fabaceae,UPHE,FALSE
trifolium_pratense_type,Fabaceae,Fabaceae,UPHE,FALSE
trifolium_repens_type,Fabaceae,Fabaceae,UPHE,FALSE
trifolium_type,Fabaceae,Fabaceae,UPHE,FALSE
triglochin,delete,delete,AQVP,delete
trilete,delete,delete,VACR,delete
trilete_spores,delete,delete,UNID,delete
triletes,delete,delete,VACR,delete
trilites,delete,delete,VACR,delete
tristellateia,Tristellateia,Malpighiaceae,TRSH,FALSE
triticum_type,Cerealia,Poaceae,UPHE,FALSE
trochodendron,Trochodendron,Trochodendraceae,TRSH,FALSE
trollius,Ranunculaceae,Ranunculaceae,UPHE,FALSE
trollius_europaeus,Ranunculaceae,Ranunculaceae,UPHE,FALSE
tsuga,Tsuga,Pinaceae,TRSH,TRUE
tsuga_dumosa,Tsuga,Pinaceae,TRSH,TRUE
tubuliflorae,Asteraceae Asteroideae,Asteraceae,UPHE,FALSE
type_207_g_glomus_cf_fasciculatum,delete,delete,FUNG,delete
typha,delete,delete,AQVP,delete
typha_angustifolia,delete,delete,AQVP,delete
typha_angustifolia_sparganium,delete,delete,AQVP,delete
typha_angustifolia_type,delete,delete,AQVP,delete
typha_latifolia,delete,delete,AQVP,delete
typha_latifolia_type,delete,delete,AQVP,delete
typha_sparganium,delete,delete,AQVP,delete
typha_type,delete,delete,AQVP,delete
ulmaceae,Ulmaceae,Ulmaceae,TRSH,FALSE
ulmus,Ulmus/Zelkova,Ulmaceae,TRSH,FALSE
ulmus_glabra,Ulmus/Zelkova,Ulmaceae,TRSH,FALSE
ulmus_laevis,Ulmus/Zelkova,Ulmaceae,TRSH,FALSE
ulmus_minor,Ulmus/Zelkova,Ulmaceae,TRSH,FALSE
ulmus_plus_celtis,Ulmus/Zelkova,Ulmaceae,TRSH,FALSE
ulmus_undiff,Ulmus/Zelkova,Ulmaceae,TRSH,FALSE
ulmus_zelkova,Ulmus/Zelkova,Ulmaceae,TRSH,FALSE
ulnus,Ulmus/Zelkova,Ulmaceae,TRSH,FALSE
umbeliferae,Apiaceae undifferentiated,Apiaceae,UPHE,FALSE
umbelliferae,Apiaceae undifferentiated,Apiaceae,UPHE,FALSE
unknow,delete,delete,UNID,delete
unknown,delete,delete,UNID,delete
unknown_indeterminable,delete,delete,UNID,delete
unknown_monolete,delete,delete,UNID,delete
unknown_pollen,delete,delete,UNID,delete
unknown_pollen_nisp,delete,delete,UNID,delete
unknown_spore_nisp,delete,delete,UNID,delete
unknown_tricolporate_scabrate_small,delete,delete,UNID,delete
unknown_trilete,delete,delete,UNID,delete
unknown_undiff,delete,delete,UNID,delete
urtica,Urtica,Urticaceae,UPHE,FALSE
urtica_dioica_type,Urtica,Urticaceae,UPHE,FALSE
urtica_morus,Urtica,Urticaceae,UPHE,FALSE
urtica_pilulifera_type,Urtica,Urticaceae,UPHE,FALSE
urticaceae,Urtica,Urticaceae,UPHE,FALSE
ustulina_deusta,delete,delete,FUNG,delete
uticaceae,Urtica,Urticaceae,UPHE,FALSE
utricularia,delete,delete,AQVP,delete
utricularia_graminifolia,delete,delete,AQVP,delete
vaccinium,Ericaceae,Ericaceae,TRSH,FALSE
vaccinium_group,Ericaceae,Ericaceae,TRSH,FALSE
vaccinium_type,Ericaceae,Ericaceae,TRSH,FALSE
valeriana,Caprifoliaceae subf. Valerianoideae,Caprifoliaceae,UPHE,FALSE
valeriana_clarkei_himalayana_type,Caprifoliaceae subf. Valerianoideae,Caprifoliaceae,UPHE,FALSE
valeriana_elongata,Caprifoliaceae subf. Valerianoideae,Caprifoliaceae,UPHE,FALSE
valeriana_officinalis_type,Caprifoliaceae subf. Valerianoideae,Caprifoliaceae,UPHE,FALSE
valerianaceae,Caprifoliaceae subf. Valerianoideae,Caprifoliaceae,UPHE,FALSE
valerianoideae,Caprifoliaceae subf. Valerianoideae,Caprifoliaceae,UPHE,FALSE
varia,delete,delete,UNID,delete
ventilago,Rhamnaceae,Rhamnaceae,UPHE,FALSE
veratrum,Liliaceae s. l.,Melanthiaceae,UPHE,FALSE
veratrum_type,Liliaceae s. l.,Melanthiaceae,UPHE,FALSE
verbascum,Scrophulariaceae s. l.,Scrophulariaceae,UPHE,FALSE
verbenaceae,Verbenaceae,Verbenaceae,UPHE,FALSE
vernonia_monosis,Asteraceae Cichorioideae,Asteraceae,UPHE,FALSE
veronica,Scrophulariaceae s. l.,Plantaginaceae,UPHE,FALSE
veronica_type,Scrophulariaceae s. l.,Plantaginaceae,UPHE,FALSE
viburnum,Viburnum,Adoxaceae,TRSH,FALSE
viburnum_klein_phellodendron,Viburnum,Adoxaceae,TRSH,FALSE
viburnum_klein_plus_minus_euret_col_kurz_30mu,Viburnum,Adoxaceae,TRSH,FALSE
viburnum_lantana,Viburnum,Adoxaceae,TRSH,FALSE
viburnum_lantana_type,Viburnum,Adoxaceae,TRSH,FALSE
viburnum_opulus,Viburnum,Adoxaceae,TRSH,FALSE
viburnum_opulus_type,Viburnum,Adoxaceae,TRSH,FALSE
vicia_type,Fabaceae,Fabaceae,UPHE,FALSE
viola,Viola,Violaceae,UPHE,FALSE
viola_odorata_type,Viola,Violaceae,UPHE,FALSE
viola_palustris_type,Viola,Violaceae,UPHE,FALSE
violaceae,Viola,Violaceae,UPHE,FALSE
viscum,Viscum,Santalaceae,TRSH,FALSE
vitaceae,Vitaceae,Vitaceae,TRSH,FALSE
vitex,Vitex,Lamiaceae,TRSH,FALSE
vitis,Vitaceae,Vitaceae,TRSH,FALSE
vol_cm,delete,delete,LABO,delete
walsura,Meliaceae,Meliaceae,TRSH,FALSE
weigela,Weigela,Caprifoliaceae,TRSH,FALSE
weight_g,delete,delete,LABO,delete
wendlandia,Wendlandia,Rubiaceae,UPHE,FALSE
x1_2picea,Picea,Pinaceae,TRSH,TRUE
x1_2pinus_h,Pinus undifferentiated,Pinaceae,TRSH,TRUE
xanthium,Xanthium-type,Asteraceae,UPHE,FALSE
xanthium_sibiricum,Xanthium-type,Asteraceae,UPHE,FALSE
xanthium_type,Xanthium-type,Asteraceae,UPHE,FALSE
xantolis,Sapotaceae,Sapotaceae,TRSH,FALSE
xylosma,Xylosma,Salicaceae,TRSH,FALSE
xyris_capensis_var_schoenoides,Xyris,Xyridaceae,UPHE,FALSE
zanthophyllum,Polygala,Polygalaceae,TRSH,FALSE
zanthoxylum,Zanthoxylum,Rutaceae,TRSH,FALSE
zelkova,Ulmus/Zelkova,Ulmaceae,TRSH,FALSE
ziziphus,Zizuphus,Rhamnaceae,TRSH,FALSE
zygnema,delete,delete,ALGA,delete
zygnema_type,delete,delete,ALGA,delete
zygophyllaceae,Zygophyllaceae,Zygophyllaceae,TRSH,FALSE
zygophyllum,Zygophyllaceae,Zygophyllaceae,UPHE,FALSE
